t,theta_wrapped,theta_unwrapped,gap,d_cath
16.620000,4.1887535726,4.1887535726,-4.655276e-07,2.492279e-05
16.625000,4.1887535386,4.1887535386,-4.700455e-07,2.491840e-05
16.630000,4.1887535044,4.1887535044,-4.745307e-07,2.491402e-05
16.635000,4.1887534701,4.1887534701,-4.789835e-07,2.490963e-05
16.640000,4.1887534356,4.1887534356,-4.834041e-07,2.490526e-05
16.645000,4.1887534009,4.1887534009,-4.877927e-07,2.490088e-05
16.650000,4.1887533661,4.1887533661,-4.921494e-07,2.489651e-05
16.655000,4.1887533311,4.1887533311,-4.964745e-07,2.489215e-05
16.660000,4.1887532959,4.1887532959,-5.007681e-07,2.488778e-05
16.665000,4.1887532606,4.1887532606,-5.050305e-07,2.488343e-05
16.670000,4.1887532250,4.1887532250,-5.092617e-07,2.487907e-05
16.675000,4.1887531894,4.1887531894,-5.134621e-07,2.487472e-05
16.680000,4.1887531535,4.1887531535,-5.176318e-07,2.487038e-05
16.685000,4.1887531175,4.1887531175,-5.217709e-07,2.486604e-05
16.690000,4.1887530813,4.1887530813,-5.258797e-07,2.486170e-05
16.695000,4.1887530449,4.1887530449,-5.299583e-07,2.485736e-05
16.700000,4.1887530084,4.1887530084,-5.340069e-07,2.485304e-05
16.705000,4.1887529717,4.1887529717,-5.380258e-07,2.484871e-05
16.710000,4.1887529348,4.1887529348,-5.420150e-07,2.484439e-05
16.715000,4.1887528977,4.1887528977,-5.459748e-07,2.484007e-05
16.720000,4.1887528605,4.1887528605,-5.499052e-07,2.483576e-05
16.725000,4.1887528230,4.1887528230,-5.538066e-07,2.483145e-05
16.730000,4.1887527854,4.1887527854,-5.576791e-07,2.482714e-05
16.735000,4.1887527476,4.1887527476,-5.615228e-07,2.482284e-05
16.740000,4.1887527097,4.1887527097,-5.653379e-07,2.481854e-05
16.745000,4.1887526715,4.1887526715,-5.691247e-07,2.481425e-05
16.750000,4.1887526332,4.1887526332,-5.728831e-07,2.480996e-05
16.755000,4.1887525947,4.1887525947,-5.766135e-07,2.480568e-05
16.760000,4.1887525560,4.1887525560,-5.803160e-07,2.480139e-05
16.765000,4.1887525171,4.1887525171,-5.839908e-07,2.479712e-05
16.770000,4.1887524780,4.1887524780,-5.876380e-07,2.479284e-05
16.775000,4.1887524387,4.1887524387,-5.912578e-07,2.478858e-05
16.780000,4.1887523993,4.1887523993,-5.948503e-07,2.478431e-05
16.785000,4.1887523596,4.1887523596,-5.984157e-07,2.478005e-05
16.790000,4.1887523198,4.1887523198,-6.019543e-07,2.477579e-05
16.795000,4.1887522798,4.1887522798,-6.054660e-07,2.477154e-05
16.800000,4.1887522395,4.1887522395,-6.089512e-07,2.476729e-05
16.805000,4.1887521991,4.1887521991,-6.124099e-07,2.476305e-05
16.810000,4.1887521585,4.1887521585,-6.158423e-07,2.475881e-05
16.815000,4.1887521177,4.1887521177,-6.192486e-07,2.475457e-05
16.820000,4.1887520767,4.1887520767,-6.226289e-07,2.475034e-05
16.825000,4.1887520355,4.1887520355,-6.259834e-07,2.474611e-05
16.830000,4.1887519941,4.1887519941,-6.293122e-07,2.474189e-05
16.835000,4.1887519525,4.1887519525,-6.326155e-07,2.473767e-05
16.840000,4.1887519107,4.1887519107,-6.358935e-07,2.473345e-05
16.845000,4.1887518689,4.1887518689,-6.391462e-07,2.472692e-05
16.850000,4.1887518330,4.1887518330,-6.423739e-07,2.472037e-05
16.855000,4.1887518031,4.1887518031,-6.487866e-07,2.471615e-05
16.860000,4.1887517733,4.1887517733,-6.552127e-07,2.471198e-05
